Ethnic_Code_Text,RawScore
African-American,-0.36
Hispanic,0.04
Hispanic,-1.31
Hispanic,-1.74
Caucasian,-0.44
Caucasian,-0.86
African-American,-1.57
African-American,0.13
Hispanic,-1.41
Caucasian,-0.56
Caucasian,-0.2
Caucasian,-1.86
Hispanic,-1.5
Caucasian,-0.57
Caucasian,-1.35
African-American,0.13
African-American,-0.13
Hispanic,-1
Caucasian,-0.3
African-American,-0.32
Caucasian,-2.48
Caucasian,-2.02
Caucasian,0.32
African-American,0.72
African-American,-0.06
Caucasian,-2.49
Caucasian,0.19
African-American,-0.76
Hispanic,-0.13
African-American,-1.4
African-American,-1.75
Caucasian,-1.15
African-American,-0.05
Caucasian,-1.68
Caucasian,-2.43
Caucasian,-1.73
African-American,-1.7
Caucasian,-0.43
Caucasian,-1.53
African-American,0.34
Caucasian,-1.12
Caucasian,-1.48
African-American,-0.91
Hispanic,-1.96
Caucasian,-1.24
African-American,-0.56
African-American,0.36
Caucasian,0.39
African-American,-0.35
African-American,-1.74
Hispanic,-1.73
Hispanic,-1.59
Caucasian,-1.64
Caucasian,-1.71
African-American,-1.55
Hispanic,-1.5
Asian,-1.88
African-American,-0.3
African-American,-0.55
African-American,-1.22
Caucasian,-0.94
African-American,-1.56
African-American,0.49
African-American,-1.82
African-American,-1.61
African-American,-1.74
African-American,-1.4
Caucasian,-1.18
African-American,-0.14
Caucasian,-1.62
African-American,-0.1
Caucasian,-1.71
Hispanic,1.22
Caucasian,-0.8
Caucasian,-0.15
Caucasian,-1.04
African-American,-1.43
African-American,-0.73
Caucasian,-0.81
African-American,-1.37
Hispanic,-1.09
Caucasian,-0.79
Caucasian,-2.76
African-American,-0.08
African-American,0.55
Caucasian,-1.03
Hispanic,-0.84
Caucasian,-0.23
Hispanic,-2.21
African-American,0.12
African-American,-0.74
African-American,0.25
Hispanic,-1.1
African-American,-0.84
African-American,-1.08
Caucasian,-1.71
Caucasian,-2.71
African-American,-1.63
African-American,0.1
Caucasian,-2.33
African-American,-0.48
African-American,0.71
African-American,-0.42
Caucasian,0.62
Hispanic,-1.38
African-American,0.34
Hispanic,-1.56
African-American,-0.78
African-American,-1.92
African-American,-0.79
Caucasian,-2.18
Caucasian,-1.55
Hispanic,-2.62
African-American,-1.15
African-American,0.15
African-American,-0.37
Caucasian,-2.67
African-American,-1.13
Hispanic,-1.17
African-American,-0.05
African-American,-2.37
African-American,-0.78
African-American,-0.93
Caucasian,-1.77
African-American,0.67
African-American,-0.26
African-American,-0.93
Caucasian,-0.54
Caucasian,-1.93
African-American,-0.55
African-American,-0.99
African-American,-0.88
African-American,-0.64
African-American,-0.11
Hispanic,-0.37
Hispanic,-2
African-American,0.18
African-American,0.33
Hispanic,-1.13
African-American,-0.43
Caucasian,-0.56
African-American,-1.33
Hispanic,-0.78
Hispanic,-0.34
Caucasian,0.58
Caucasian,-1.02
Caucasian,0.29
Hispanic,-2
African-American,-0.33
Hispanic,-0.53
Caucasian,-1.17
African-American,-0.81
Caucasian,-0.56
African-American,-1.46
African-American,-0.22
African-American,-0.29
African-American,-0.86
African-American,-1.04
Caucasian,-2.13
Caucasian,0.07
Caucasian,-1.79
Hispanic,-1.77
African-American,-1.75
Hispanic,-2.32
Hispanic,-1.24
Caucasian,-0.63
Hispanic,0.13
Hispanic,-0.91
Caucasian,-1.56
African-American,-0.61
African-American,-0.66
Hispanic,-2.26
Caucasian,0.39
African-American,-2.16
Caucasian,-1.94
African-American,0.14
African-American,-0.83
African-American,-1.03
African-American,-0.44
African-American,-0.13
Hispanic,0.53
Caucasian,-0.46
African-American,-1.5
Caucasian,0.46
African-American,0.55
African-American,-1.6
Caucasian,-0.9
Hispanic,-1.39
Caucasian,-0.74
African-American,-2.14
Caucasian,-1.19
Caucasian,-2.77
Caucasian,0.46
African-American,-0.27
Caucasian,-1.4
African-American,0.13
Caucasian,-1.94
African-American,-1.56
African-American,-0.45
African-American,-0.14
Caucasian,-0.01
Hispanic,-0.83
African-American,-1.44
African-American,-1.01
Caucasian,-0.73
Caucasian,-1.52
Caucasian,-0.86
African-American,-1.22
African-American,0.29
Caucasian,-2.19
African-American,-0.09
Hispanic,-2.55
Caucasian,-0.47
African-American,-1.88
African-American,-1.27
Caucasian,-0.32
Caucasian,-2.34
Caucasian,0.15
Caucasian,-1.17
Caucasian,0.03
African-American,-1.74
Caucasian,0.47
Caucasian,-0.51
African-American,-1.57
African-American,-1.11
Caucasian,-0.55
Caucasian,-0.75
Hispanic,-1.58
African-American,-0.07
African-American,-0.35
African-American,-0.75
African-American,-0.01
African-American,-1.21
African-American,0.91
African-American,-0.3
Caucasian,-1.06
African-American,-1.42
African-American,-0.44
African-American,0.06
Caucasian,-2.63
African-American,0.43
Caucasian,-1.3
African-American,-0.94
Caucasian,0.37
African-American,-1.09
African-American,-0.17
African-American,0.83
African-American,-0.02
Hispanic,-1.45
African-American,-1.1
Caucasian,-0.62
African-American,0.38
Caucasian,-0.85
African-American,0.98
African-American,-2.13
Hispanic,-1.86
Caucasian,-0.23
Caucasian,-1.09
African-American,0.04
Hispanic,-0.32
African-American,0.29
African-American,-0.88
African-American,-0.16
Caucasian,-0.63
Caucasian,-2.12
Caucasian,-0.65
African-American,-1.01
Caucasian,-0.44
Hispanic,-0.67
Hispanic,-1.26
African-American,0.27
Caucasian,-1.16
Caucasian,1.07
African-American,-0.74
Caucasian,-1.68
African-American,-0.99
Hispanic,-0.06
Caucasian,-0.71
Hispanic,-1.85
Caucasian,-0.25
Caucasian,-0.49
Hispanic,-0.77
Caucasian,-0.03
African-American,-0.05
Hispanic,1.12
African-American,-0.46
African-American,-1.39
Hispanic,-1.89
Hispanic,-0.29
Caucasian,-0.38
African-American,-0.17
African-American,-1.01
Caucasian,-2.06
African-American,-0.75
African-American,-1.28
African-American,2.36
African-American,-1.79
Caucasian,-1.42
Caucasian,-1.19
Caucasian,-1.21
African-American,-0.71
African-American,-0.17
African-American,-0.41
Caucasian,-1.39
Caucasian,0.08
Caucasian,-1.87
Caucasian,-1.81
African-American,-1.68
Hispanic,-0.61
African-American,0.76
Caucasian,-1.74
Caucasian,-1.49
Caucasian,-1.27
Caucasian,-0.37
Caucasian,-2.36
African-American,1.33
Caucasian,-2.4
Hispanic,-1.18
Hispanic,-2.29
African-American,-1.49
Caucasian,-1.14
Hispanic,-0.76
Hispanic,-1.38
Hispanic,-0.34
African-American,-1.07
Caucasian,-0.18
African-American,0.17
Hispanic,-2.11
Caucasian,-0.81
African-American,-0.72
Hispanic,-1.91
African-American,-0.59
Hispanic,-1.29
Caucasian,-0.03
Hispanic,-2.24
Hispanic,-1.05
Hispanic,-1.93
Caucasian,-0.06
Hispanic,-1.11
Caucasian,-0.56
African-American,-1.39
Caucasian,-0.76
Caucasian,-1.39
African-American,-1.02
Hispanic,-2.4
Caucasian,-1.26
Caucasian,-0.03
African-American,-0.17
Caucasian,-0.46
Hispanic,-2.76
Caucasian,-0.45
Caucasian,0.47
Caucasian,-0.81
African-American,0.2
Caucasian,-1.05
African-American,-2.8
African-American,-0.23
Caucasian,-0.66
Caucasian,-0.18
African-American,-0.7
Hispanic,1.07
Hispanic,-1.45
African-American,-0.47
African-American,-0.25
African-American,-0.79
Caucasian,-0.78
Caucasian,-1.09
Caucasian,-0.8
Caucasian,-2.51
Caucasian,-0.13
African-American,-0.07
African-American,0.19
African-American,-1.26
Hispanic,-0.08
Caucasian,-1.87
African-American,1.06
African-American,0.17
African-American,0.62
African-American,-0.92
Caucasian,0.15
Caucasian,-0.15
African-American,0.24
Caucasian,-1.42
Caucasian,-0.1
African-American,-0.18
Hispanic,-0.88
African-American,-0.42
African-American,-0.57
Hispanic,-1.08
Caucasian,-0.96
Hispanic,-0.75
African-American,-0.43
Caucasian,-1.31
African-American,0.26
African-American,-1.44
Caucasian,-2.15
Hispanic,-0.77
Caucasian,0.32
African-American,1.19
African-American,0.71
Hispanic,-0.41
Caucasian,-2.11
African-American,-0.44
African-American,-0.48
African-American,0.03
African-American,-2.71
African-American,-1.37
African-American,-0.33
Caucasian,-1.31
Caucasian,-1.27
Caucasian,-1.84
Hispanic,-1.85
Hispanic,-2.48
Hispanic,-0.19
African-American,0.92
African-American,-0.02
Caucasian,-0.55
Hispanic,0.53
Hispanic,-0.43
Hispanic,-1.13
African-American,0.49
African-American,-2.26
African-American,-2.32
Caucasian,0.07
Hispanic,-2.4
Caucasian,-1.3
Caucasian,0.33
Caucasian,-0.96
African-American,-2.52
African-American,-1.34
African-American,-0.89
Asian,0.15
Hispanic,-2.63
Caucasian,-0.4
African-American,-1.75
African-American,-1.63
Caucasian,-0.93
African-American,0.61
Hispanic,-0.77
African-American,0.75
Hispanic,-0.85
Hispanic,0.8
Caucasian,0.37
African-American,-1.93
African-American,0.48
Caucasian,-2.43
African-American,-2.07
Hispanic,-1.57
African-American,0.94
Caucasian,-0.88
Caucasian,-1.97
Caucasian,-2.26
African-American,-1.31
African-American,-0.87
Caucasian,0.09
Caucasian,-0.3
African-American,-0.48
Caucasian,-0.64
Hispanic,-0.39
African-American,0.81
African-American,0.85
Caucasian,-0.97
African-American,0.39
African-American,0.7
African-American,-0.75
African-American,0.34
Asian,-0.36
Hispanic,-0.9
Caucasian,-2.3
Caucasian,-2.88
African-American,-1.19
Caucasian,-0.64
African-American,-0.24
Caucasian,-0.11
African-American,-0.87
Caucasian,-1.33
African-American,-2.43
Caucasian,0.16
African-American,-1.49
African-American,-0.02
African-American,0.43
Caucasian,-0.85
Hispanic,-2.13
Caucasian,-0.92
African-American,0.35
Caucasian,-1.02
Caucasian,-0.77
Caucasian,-3.03
African-American,0.23
African-American,-0.2
Caucasian,-0.32
Caucasian,-0.61
Hispanic,-0.88
African-American,1.08
Caucasian,-0.2
African-American,-2.75
African-American,-0.1
African-American,-0.09
Caucasian,-0.96
Caucasian,-0.76
African-American,-1.1
African-American,-0.18
Caucasian,0.61
Caucasian,-0.66
Hispanic,-0.77
Caucasian,-0.31
Caucasian,-1.92
Caucasian,-1.48
African-American,-0.46
Hispanic,-0.89
African-American,-1.17
Caucasian,-1.28
Hispanic,-0.89
African-American,-2.97
African-American,1.02
Caucasian,-1.03
Caucasian,-2.45
Caucasian,-2.46
Caucasian,-1.02
Hispanic,-1.47
African-American,0
African-American,-0.41
Caucasian,-0.89
Caucasian,-1.46
Caucasian,-0.9
Caucasian,-1.52
Caucasian,-1.67
African-American,0.36
Hispanic,0.38
African-American,-2.18
African-American,-0.18
African-American,-0.62
Caucasian,-1.69
Caucasian,-0.08
Caucasian,-1.94
Hispanic,-0.99
Hispanic,-0.12
African-American,0.02
African-American,0.46
African-American,-1.26
Caucasian,0.87
African-American,-0.18
Hispanic,-1.7
African-American,0.21
Caucasian,-1.28
African-American,-1.68
Caucasian,-1.76
African-American,0.82
Caucasian,-0.23
African-American,0.38
Caucasian,-1.7
African-American,-1.88
Caucasian,-2.21
African-American,-0.78
Caucasian,-2.24
African-American,-1.66
African-American,-1.18
Caucasian,0.87
African-American,-0.95
African-American,0.89
Caucasian,-1.15
Hispanic,-1.08
African-American,-0.77
Caucasian,-1.14
African-American,-0.29
African-American,-2.09
Caucasian,-0.17
Hispanic,-1.86
Caucasian,-1.27
African-American,-0.8
African-American,-1.29
Caucasian,-1.01
Caucasian,-1.03
Caucasian,-0.49
Caucasian,-0.6
African-American,-1.79
African-American,-1.43
African-American,-0.55
African-American,-0.61
Caucasian,-0.57
African-American,-2.74
African-American,-0.54
Caucasian,0.37
Caucasian,0.37
African-American,-1.27
African-American,0.43
Caucasian,-1.75
Hispanic,-0.08
Caucasian,-0.38
Caucasian,-2.01
African-American,-2.02
Caucasian,-1.09
African-American,-1.24
African-American,-0.72
Caucasian,-0.75
Caucasian,0.73
Caucasian,-0.86
African-American,-0.05
Caucasian,0.14
African-American,0.08
African-American,-0.4
Caucasian,0.17
African-American,-0.24
Hispanic,-1.16
African-American,-1.87
African-American,-0.27
Caucasian,0.16
Caucasian,-1.22
Caucasian,-0.3
Hispanic,-0.54
Caucasian,-0.52
Caucasian,0.39
Hispanic,-2.02
Hispanic,-1.35
African-American,0.38
African-American,-0.86
Hispanic,-2.29
Caucasian,-1.01
Hispanic,-0.5
Caucasian,-0.46
African-American,-0.18
Caucasian,-0.25
African-American,0.1
Hispanic,-0.27
Hispanic,-0.88
African-American,0.62
African-American,0.98
Caucasian,-0.49
Caucasian,-0.99
African-American,-1.43
African-American,0.13
Caucasian,-2.45
African-American,0.51
African-American,-0.39
Caucasian,-0.5
Caucasian,-1.33
Hispanic,-1.88
African-American,-0.83
African-American,-0.21
Caucasian,-0.53
Caucasian,-0.24
Caucasian,-1.54
African-American,0.17
African-American,-0.63
Caucasian,-1.64
African-American,-0.87
African-American,-1.12
African-American,-0.63
African-American,-1.31
African-American,-0.76
Hispanic,-1.76
Caucasian,-2.1
Caucasian,-1.2
Caucasian,-1.46
Hispanic,-0.34
Hispanic,0.73
Caucasian,-1.34
African-American,1.34
Hispanic,-1.24
Caucasian,-0.02
African-American,-0.81
African-American,1.27
African-American,0.58
African-American,-1.22
African-American,0.36
African-American,0.46
African-American,0.19
African-American,0.36
Caucasian,0.45
Caucasian,-1.72
African-American,-0.27
Hispanic,-1.14
African-American,0.26
Hispanic,-1.04
African-American,-0.91
African-American,-0.16
African-American,0.27
Caucasian,-0.53
African-American,0.8
African-American,-0.83
Caucasian,-0.95
Caucasian,-1.11
African-American,-0.3
African-American,-0.94
Caucasian,-0.21
African-American,-0.04
African-American,-0.58
African-American,0.5
African-American,-1.03
Caucasian,-1.18
Caucasian,-1.15
African-American,0.27
African-American,-0.28
African-American,-0.76
Caucasian,0.34
African-American,0.23
Caucasian,-1.07
Caucasian,-1.41
African-American,-1.22
Hispanic,-0.78
African-American,-0.71
Hispanic,-1.1
African-American,-0.97
African-American,0.21
Caucasian,-2.37
Caucasian,-1.77
Caucasian,-0.11
African-American,-0.36
Caucasian,0.59
Hispanic,-0.21
Hispanic,-1.64
Caucasian,-0.55
Caucasian,-1.09
Hispanic,-1.79
African-American,-0.27
African-American,-1.22
African-American,0.66
African-American,-1.84
Caucasian,-2.35
African-American,-1.86
African-American,-0.37
African-American,-0.23
African-American,-1.08
Caucasian,-1.21
Hispanic,-0.95
Caucasian,-0.55
African-American,1.21
Caucasian,-0.61
African-American,-1.46
Caucasian,-1.84
African-American,-0.04
Asian,-1.68
Caucasian,-0.44
Caucasian,-1.25
Caucasian,-1.86
African-American,-0.35
African-American,-1.08
Caucasian,-1.95
Caucasian,-1.64
Hispanic,-0.69
African-American,-0.77
African-American,0.32
Caucasian,-1.49
Caucasian,-2.3
Hispanic,-0.74
African-American,-1.18
African-American,-0.27
Caucasian,-0.66
Caucasian,-0.6
African-American,-1.61
Caucasian,-1.84
Caucasian,-0.92
Caucasian,0.57
African-American,-0.44
Caucasian,-2.03
African-American,-1.3
Caucasian,1.34
Asian,-1.04
Caucasian,-1.4
Hispanic,0.34
Caucasian,-1.82
African-American,-0.91
Caucasian,-1.45
African-American,-1.18
African-American,-1.29
African-American,-1.33
African-American,-0.75
Caucasian,0.48
African-American,-0.05
Caucasian,-0.03
African-American,-0.72
Caucasian,-0.85
Caucasian,-0.59
African-American,-0.09
African-American,0.37
Caucasian,-2.35
African-American,-0.82
African-American,-0.77
Caucasian,-1.3
African-American,-0.29
Caucasian,0.32
Caucasian,-1.32
Hispanic,-0.87
African-American,-1.42
African-American,0.91
Caucasian,-1.6
African-American,-1.12
African-American,-0.7
Caucasian,-1.43
Caucasian,-1.14
Caucasian,-1.2
African-American,-0.54
African-American,0.15
Caucasian,0.17
Caucasian,-1.65
African-American,-0.97
African-American,-2
African-American,0.5
African-American,-0.88
Hispanic,-1.89
African-American,-1.26
African-American,0.41
Caucasian,0.13
African-American,-0.45
Caucasian,-0.88
Caucasian,-2.45
Caucasian,-0.42
African-American,-0.17
Hispanic,-1.94
African-American,-0.4
Hispanic,-1.1
African-American,-0.5
Caucasian,-2.25
African-American,-0.63
African-American,-1.39
African-American,0.14
Hispanic,-1.71
Hispanic,-0.23
Caucasian,-1.79
Caucasian,-0.28
Caucasian,-0.84
Hispanic,-2.06
Caucasian,-0.88
Caucasian,-1.25
Caucasian,-0.29
African-American,-0.22
African-American,-0.78
African-American,-0.25
Hispanic,-0.35
Caucasian,-0.16
Caucasian,-0.77
Caucasian,-1.32
African-American,-1.11
Hispanic,0.23
African-American,-0.85
Caucasian,-0.16
Caucasian,-2
Hispanic,-1.67
Caucasian,1.11
African-American,-0.53
Caucasian,-0.57
African-American,-1.85
African-American,-0.99
African-American,-1.34
African-American,-1.19
Caucasian,-0.73
Caucasian,-0.62
Caucasian,-1.39
Caucasian,-3.05
African-American,-0.02
African-American,-0.57
Hispanic,-0.08
Caucasian,-1.07
African-American,-1.39
Caucasian,0.3
African-American,-0.61
African-American,0.26
Hispanic,0.69
African-American,0.21
Hispanic,-1.42
African-American,-0.65
African-American,-0.19
African-American,-1.86
Caucasian,-1.9
African-American,-1.07
African-American,-0.24
Caucasian,-0.86
Hispanic,-2.74
African-American,-1.48
African-American,0.03
